a,negskew,duvol,Date,year,month,country,GDP,corruption,governmentEffectiveness,politicalStability,regulatoryQuality,ruleOfLaw,voiceAccountability,geopoliticalRisk,gdpPerCapita,gdpGrowth,negskew_annual,duvol_annual
2/1/2011,0.72504099,0.132557458,2/1/2011,2011,133,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,94.92344871,4961.234689,9.55091409,1.046262831,0.267792573
3/1/2011,0.177119561,0.020362161,3/1/2011,2011,134,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,120.1459178,4961.234689,9.55091409,1.046262831,0.267792573
4/1/2011,0.648436675,-0.001184503,4/1/2011,2011,135,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,73.4898985,4961.234689,9.55091409,1.046262831,0.267792573
5/1/2011,-0.23333687,-0.111085084,5/1/2011,2011,136,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,75.88009162,4961.234689,9.55091409,1.046262831,0.267792573
6/1/2011,-2.245011811,-0.320199624,6/1/2011,2011,137,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,87.07284041,4961.234689,9.55091409,1.046262831,0.267792573
7/1/2011,0.100353316,-0.230943115,7/1/2011,2011,138,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,70.24158405,4961.234689,9.55091409,1.046262831,0.267792573
8/1/2011,1.085589739,0.283788017,8/1/2011,2011,139,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,93.45006065,4961.234689,9.55091409,1.046262831,0.267792573
9/1/2011,1.15536154,0.361230976,9/1/2011,2011,140,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,87.63977805,4961.234689,9.55091409,1.046262831,0.267792573
10/1/2011,0.116574522,0.0047721,10/1/2011,2011,141,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,97.84836556,4961.234689,9.55091409,1.046262831,0.267792573
11/1/2011,0.384791482,0.052514473,11/1/2011,2011,142,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,102.9477742,4961.234689,9.55091409,1.046262831,0.267792573
12/1/2011,-1.6201656,-0.561103443,12/1/2011,2011,143,China,10355.49571,-0.51,0.088201523,-0.602054834,-0.22,-0.46,-1.637609124,104.1283549,4961.234689,9.55091409,1.046262831,0.267792573
1/1/2012,-1.119123084,-0.184840163,1/1/2012,2012,144,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,97.93979571,5325.160106,7.859627493,-0.681556298,-0.293818641
2/1/2012,-1.253295027,-0.699303097,2/1/2012,2012,145,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,131.482617,5325.160106,7.859627493,-0.681556298,-0.293818641
3/1/2012,1.064333158,0.238302833,3/1/2012,2012,146,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,108.1312118,5325.160106,7.859627493,-0.681556298,-0.293818641
4/1/2012,-1.141999735,-0.325886837,4/1/2012,2012,147,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,105.4434865,5325.160106,7.859627493,-0.681556298,-0.293818641
5/1/2012,1.43472361,0.404735308,5/1/2012,2012,148,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,84.96965813,5325.160106,7.859627493,-0.681556298,-0.293818641
6/1/2012,0.106904453,-0.092889306,6/1/2012,2012,149,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,91.8712692,5325.160106,7.859627493,-0.681556298,-0.293818641
7/1/2012,0.785290564,0.379627539,7/1/2012,2012,150,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,75.83128839,5325.160106,7.859627493,-0.681556298,-0.293818641
8/1/2012,0.069650658,-0.3248283,8/1/2012,2012,151,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,65.50882351,5325.160106,7.859627493,-0.681556298,-0.293818641
9/1/2012,-1.005913961,-0.431980559,9/1/2012,2012,152,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,101.9830559,5325.160106,7.859627493,-0.681556298,-0.293818641
10/1/2012,-0.714814859,-0.304869933,10/1/2012,2012,153,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,94.62724165,5325.160106,7.859627493,-0.681556298,-0.293818641
11/1/2012,-0.439809545,-0.217389927,11/1/2012,2012,154,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,105.7527274,5325.160106,7.859627493,-0.681556298,-0.293818641
12/1/2012,-1.357741827,-0.192593172,12/1/2012,2012,155,China,11115.11068,-0.44,0.023425933,-0.53878206,-0.24,-0.54,-1.63794148,100.8021107,5325.160106,7.859627493,-0.681556298,-0.293818641
1/1/2013,-0.347715637,-0.247828099,1/1/2013,2013,156,China,11919.6071,-0.36,0.003648124,-0.543789923,-0.29,-0.52,-1.631408572,101.6522251,5710.587873,7.768615284,0.802376799,0.136330354
2/1/2013,0.876438246,-0.058359541,2/1/2013,2013,157,China,11919.6071,-0.36,0.003648124,-0.543789923,-0.29,-0.52,-1.631408572,146.0013834,5710.587873,7.768615284,0.802376799,0.136330354
3/1/2013,0.9371738,0.081520942,3/1/2013,2013,158,China,11919.6071,-0.36,0.003648124,-0.543789923,-0.29,-0.52,-1.631408572,114.1311036,5710.587873,7.768615284,0.802376799,0.136330354
4/1/2013,0.760227007,0.345859353,4/1/2013,2013,159,China,11919.6071,-0.36,0.003648124,-0.543789923,-0.29,-0.52,-1.631408572,120.8827004,5710.587873,7.768615284,0.802376799,0.136330354
5/1/2013,0.599697495,0.11174635,5/1/2013,2013,160,China,11919.6071,-0.36,0.003648124,-0.543789923,-0.29,-0.52,-1.631408572,99.34631448,5710.587873,7.768615284,0.802376799,0.136330354
6/1/2013,0.158662695,-0.061334674,6/1/2013,2013,161,China,11919.6071,-0.36,0.003648124,-0.543789923,-0.29,-0.52,-1.631408572,107.6963452,5710.587873,7.768615284,0.802376799,0.136330354
7/1/2013,-0.069648676,-0.017799984,7/1/2013,2013,162,China,11919.6071,-0.36,0.003648124,-0.543789923,-0.29,-0.52,-1.631408572,69.67268379,5710.587873,7.768615284,0.802376799,0.136330354
8/1/2013,-0.631256776,-0.105766505,8/1/2013,2013,163,China,11919.6071,-0.36,0.003648124,-0.543789923,-0.29,-0.52,-1.631408572,86.73959813,5710.587873,7.768615284,0.802376799,0.136330354
9/1/2013,0.091930903,0.107019684,9/1/2013,2013,164,China,11919.6071,-0.36,0.003648124,-0.543789923,-0.29,-0.52,-1.631408572,101.119163,5710.587873,7.768615284,0.802376799,0.136330354
10/1/2013,-0.370136378,-0.259844846,10/1/2013,2013,165,China,11919.6071,-0.36,0.003648124,-0.543789923,-0.29,-0.52,-1.631408572,71.99845292,5710.587873,7.768615284,0.802376799,0.136330354
11/1/2013,-1.911829659,-0.678535809,11/1/2013,2013,166,China,11919.6071,-0.36,0.003648124,-0.543789923,-0.29,-0.52,-1.631408572,107.7061579,5710.587873,7.768615284,0.802376799,0.136330354
12/1/2013,1.75325474,0.360984799,12/1/2013,2013,167,China,11919.6071,-0.36,0.003648124,-0.543789923,-0.29,-0.52,-1.631408572,113.8629108,5710.587873,7.768615284,0.802376799,0.136330354
1/1/2014,0.824874546,0.108055039,1/1/2014,2014,168,China,12725.0891,-0.34,0.322888315,-0.522584021,-0.28,-0.41,-1.616668105,93.5800789,6096.487817,7.299518921,-0.043285945,-0.080758859
2/1/2014,0.9453604,0.222149874,2/1/2014,2014,169,China,12725.0891,-0.34,0.322888315,-0.522584021,-0.28,-0.41,-1.616668105,86.28846722,6096.487817,7.299518921,-0.043285945,-0.080758859
3/1/2014,-0.336256733,-0.149158181,3/1/2014,2014,170,China,12725.0891,-0.34,0.322888315,-0.522584021,-0.28,-0.41,-1.616668105,125.3843307,6096.487817,7.299518921,-0.043285945,-0.080758859
4/1/2014,0.559653496,0.114007593,4/1/2014,2014,171,China,12725.0891,-0.34,0.322888315,-0.522584021,-0.28,-0.41,-1.616668105,95.65659402,6096.487817,7.299518921,-0.043285945,-0.080758859
5/1/2014,-0.572001696,-0.270152573,5/1/2014,2014,172,China,12725.0891,-0.34,0.322888315,-0.522584021,-0.28,-0.41,-1.616668105,141.1079613,6096.487817,7.299518921,-0.043285945,-0.080758859
6/1/2014,-0.491585694,-0.298214719,6/1/2014,2014,173,China,12725.0891,-0.34,0.322888315,-0.522584021,-0.28,-0.41,-1.616668105,105.8947179,6096.487817,7.299518921,-0.043285945,-0.080758859
7/1/2014,-1.03595561,-0.233121911,7/1/2014,2014,174,China,12725.0891,-0.34,0.322888315,-0.522584021,-0.28,-0.41,-1.616668105,106.8143017,6096.487817,7.299518921,-0.043285945,-0.080758859
8/1/2014,0.689005867,0.192637359,8/1/2014,2014,175,China,12725.0891,-0.34,0.322888315,-0.522584021,-0.28,-0.41,-1.616668105,110.391269,6096.487817,7.299518921,-0.043285945,-0.080758859
9/1/2014,0.176219222,0.007318584,9/1/2014,2014,176,China,12725.0891,-0.34,0.322888315,-0.522584021,-0.28,-0.41,-1.616668105,111.3316168,6096.487817,7.299518921,-0.043285945,-0.080758859
10/1/2014,-0.414176739,-0.14756443,10/1/2014,2014,177,China,12725.0891,-0.34,0.322888315,-0.522584021,-0.28,-0.41,-1.616668105,97.04347353,6096.487817,7.299518921,-0.043285945,-0.080758859
11/1/2014,-1.102487401,-0.125405988,11/1/2014,2014,178,China,12725.0891,-0.34,0.322888315,-0.522584021,-0.28,-0.41,-1.616668105,111.0911435,6096.487817,7.299518921,-0.043285945,-0.080758859
12/1/2014,0.016609828,-0.296158784,12/1/2014,2014,179,China,12725.0891,-0.34,0.322888315,-0.522584021,-0.28,-0.41,-1.616668105,109.1242488,6096.487817,7.299518921,-0.043285945,-0.080758859
1/1/2015,0.493665963,0.08014482,1/1/2015,2015,180,China,13534.84624,-0.28,0.407863945,-0.550294638,-0.29,-0.41,-1.660776854,97.43621357,6484.435948,6.90531667,-1.5962307,-0.43677939
2/1/2015,0.67247218,-0.019910165,2/1/2015,2015,181,China,13534.84624,-0.28,0.407863945,-0.550294638,-0.29,-0.41,-1.660776854,90.00080804,6484.435948,6.90531667,-1.5962307,-0.43677939
3/1/2015,-1.040388184,-0.184892767,3/1/2015,2015,182,China,13534.84624,-0.28,0.407863945,-0.550294638,-0.29,-0.41,-1.660776854,90.37236404,6484.435948,6.90531667,-1.5962307,-0.43677939
4/1/2015,-1.636823519,-0.552952376,4/1/2015,2015,183,China,13534.84624,-0.28,0.407863945,-0.550294638,-0.29,-0.41,-1.660776854,99.48959237,6484.435948,6.90531667,-1.5962307,-0.43677939
5/1/2015,0.49988265,-0.270959809,5/1/2015,2015,184,China,13534.84624,-0.28,0.407863945,-0.550294638,-0.29,-0.41,-1.660776854,94.901273,6484.435948,6.90531667,-1.5962307,-0.43677939
6/1/2015,0.204191193,0.135752469,6/1/2015,2015,185,China,13534.84624,-0.28,0.407863945,-0.550294638,-0.29,-0.41,-1.660776854,83.05984055,6484.435948,6.90531667,-1.5962307,-0.43677939
7/1/2015,0.750504387,0.111587211,7/1/2015,2015,186,China,13534.84624,-0.28,0.407863945,-0.550294638,-0.29,-0.41,-1.660776854,94.85369272,6484.435948,6.90531667,-1.5962307,-0.43677939
8/1/2015,0.887228683,-0.042504054,8/1/2015,2015,187,China,13534.84624,-0.28,0.407863945,-0.550294638,-0.29,-0.41,-1.660776854,101.0898776,6484.435948,6.90531667,-1.5962307,-0.43677939
9/1/2015,-0.937002333,-0.340237472,9/1/2015,2015,188,China,13534.84624,-0.28,0.407863945,-0.550294638,-0.29,-0.41,-1.660776854,92.312715,6484.435948,6.90531667,-1.5962307,-0.43677939
10/1/2015,-1.125832281,-0.388991007,10/1/2015,2015,189,China,13534.84624,-0.28,0.407863945,-0.550294638,-0.29,-0.41,-1.660776854,78.50077469,6484.435948,6.90531667,-1.5962307,-0.43677939
11/1/2015,-0.06613341,-0.052300182,11/1/2015,2015,190,China,13534.84624,-0.28,0.407863945,-0.550294638,-0.29,-0.41,-1.660776854,105.1435885,6484.435948,6.90531667,-1.5962307,-0.43677939
12/1/2015,0.242260606,0.036634089,12/1/2015,2015,191,China,13534.84624,-0.28,0.407863945,-0.550294638,-0.29,-0.41,-1.660776854,104.1280472,6484.435948,6.90531667,-1.5962307,-0.43677939
1/1/2016,0.920821509,0.209156593,1/1/2016,2016,192,China,14368.6308,-0.25,0.35487476,-0.499395043,-0.26,-0.33,-1.561286569,107.2520227,6883.895425,6.736675253,0.553447097,0.153392049
2/1/2016,0.728059233,0.261153024,2/1/2016,2016,193,China,14368.6308,-0.25,0.35487476,-0.499395043,-0.26,-0.33,-1.561286569,98.33538991,6883.895425,6.736675253,0.553447097,0.153392049
3/1/2016,-1.234555588,-0.673615326,3/1/2016,2016,194,China,14368.6308,-0.25,0.35487476,-0.499395043,-0.26,-0.33,-1.561286569,80.68352351,6883.895425,6.736675253,0.553447097,0.153392049
4/1/2016,-0.183740862,0.039480945,4/1/2016,2016,195,China,14368.6308,-0.25,0.35487476,-0.499395043,-0.26,-0.33,-1.561286569,87.00455696,6883.895425,6.736675253,0.553447097,0.153392049
5/1/2016,0.416524335,-0.084280833,5/1/2016,2016,196,China,14368.6308,-0.25,0.35487476,-0.499395043,-0.26,-0.33,-1.561286569,106.6882521,6883.895425,6.736675253,0.553447097,0.153392049
6/1/2016,-0.529998208,-0.174089155,6/1/2016,2016,197,China,14368.6308,-0.25,0.35487476,-0.499395043,-0.26,-0.33,-1.561286569,88.89103554,6883.895425,6.736675253,0.553447097,0.153392049
7/1/2016,0.717838609,0.09566006,7/1/2016,2016,198,China,14368.6308,-0.25,0.35487476,-0.499395043,-0.26,-0.33,-1.561286569,93.93476014,6883.895425,6.736675253,0.553447097,0.153392049
8/1/2016,-1.302747161,-0.568083979,8/1/2016,2016,199,China,14368.6308,-0.25,0.35487476,-0.499395043,-0.26,-0.33,-1.561286569,73.47967126,6883.895425,6.736675253,0.553447097,0.153392049
9/1/2016,1.116155763,0.305138519,9/1/2016,2016,200,China,14368.6308,-0.25,0.35487476,-0.499395043,-0.26,-0.33,-1.561286569,110.5416949,6883.895425,6.736675253,0.553447097,0.153392049
10/1/2016,0.063411322,-0.058402407,10/1/2016,2016,201,China,14368.6308,-0.25,0.35487476,-0.499395043,-0.26,-0.33,-1.561286569,91.62268304,6883.895425,6.736675253,0.553447097,0.153392049
11/1/2016,2.057613514,0.612903625,11/1/2016,2016,202,China,14368.6308,-0.25,0.35487476,-0.499395043,-0.26,-0.33,-1.561286569,134.700627,6883.895425,6.736675253,0.553447097,0.153392049
12/1/2016,1.195603279,0.27706834,12/1/2016,2016,203,China,14368.6308,-0.25,0.35487476,-0.499395043,-0.26,-0.33,-1.561286569,135.8482107,6883.895425,6.736675253,0.553447097,0.153392049
1/1/2017,-1.12066702,-0.438320814,1/1/2017,2017,204,China,15253.99307,-0.27,0.42046991,-0.231012836,-0.15,-0.26,-1.50477922,124.7920745,7308.065366,6.757007611,-0.160846121,-0.000403784
2/1/2017,-0.845206632,-0.440935998,2/1/2017,2017,205,China,15253.99307,-0.27,0.42046991,-0.231012836,-0.15,-0.26,-1.50477922,127.2890058,7308.065366,6.757007611,-0.160846121,-0.000403784
3/1/2017,-1.018941166,-0.488202221,3/1/2017,2017,206,China,15253.99307,-0.27,0.42046991,-0.231012836,-0.15,-0.26,-1.50477922,117.2422669,7308.065366,6.757007611,-0.160846121,-0.000403784
4/1/2017,0.018884864,0.01287895,4/1/2017,2017,207,China,15253.99307,-0.27,0.42046991,-0.231012836,-0.15,-0.26,-1.50477922,159.6902078,7308.065366,6.757007611,-0.160846121,-0.000403784
5/1/2017,-0.872681138,-0.249762733,5/1/2017,2017,208,China,15253.99307,-0.27,0.42046991,-0.231012836,-0.15,-0.26,-1.50477922,118.4508805,7308.065366,6.757007611,-0.160846121,-0.000403784
6/1/2017,-0.979178807,-0.382828315,6/1/2017,2017,209,China,15253.99307,-0.27,0.42046991,-0.231012836,-0.15,-0.26,-1.50477922,102.3261305,7308.065366,6.757007611,-0.160846121,-0.000403784
7/1/2017,-1.04716476,-0.275288823,7/1/2017,2017,210,China,15253.99307,-0.27,0.42046991,-0.231012836,-0.15,-0.26,-1.50477922,105.5656683,7308.065366,6.757007611,-0.160846121,-0.000403784
8/1/2017,-0.352075345,-0.082838797,8/1/2017,2017,211,China,15253.99307,-0.27,0.42046991,-0.231012836,-0.15,-0.26,-1.50477922,158.7188161,7308.065366,6.757007611,-0.160846121,-0.000403784
9/1/2017,1.345857466,0.208314202,9/1/2017,2017,212,China,15253.99307,-0.27,0.42046991,-0.231012836,-0.15,-0.26,-1.50477922,140.5722184,7308.065366,6.757007611,-0.160846121,-0.000403784
10/1/2017,-0.666142873,-0.266424583,10/1/2017,2017,213,China,15253.99307,-0.27,0.42046991,-0.231012836,-0.15,-0.26,-1.50477922,95.46578956,7308.065366,6.757007611,-0.160846121,-0.000403784
11/1/2017,0.655993866,0.228663303,11/1/2017,2017,214,China,15253.99307,-0.27,0.42046991,-0.231012836,-0.15,-0.26,-1.50477922,101.8366046,7308.065366,6.757007611,-0.160846121,-0.000403784
12/1/2017,0.39459971,0.118123533,12/1/2017,2017,215,China,15253.99307,-0.27,0.42046991,-0.231012836,-0.15,-0.26,-1.50477922,96.83036407,7308.065366,6.757007611,-0.160846121,-0.000403784
1/1/2018,-1.92085139,-0.5010911,1/1/2018,2018,216,China,16181.77772,-0.27,0.477128386,-0.261062086,-0.14,-0.2,-1.449377298,115.8951347,7752.559525,6.56697386,0.185499499,-0.066861759
2/1/2018,0.667030916,0.089987428,2/1/2018,2018,217,China,16181.77772,-0.27,0.477128386,-0.261062086,-0.14,-0.2,-1.449377298,96.8084876,7752.559525,6.56697386,0.185499499,-0.066861759
3/1/2018,0.453369843,0.022997599,3/1/2018,2018,218,China,16181.77772,-0.27,0.477128386,-0.261062086,-0.14,-0.2,-1.449377298,178.6393942,7752.559525,6.56697386,0.185499499,-0.066861759
4/1/2018,0.452442583,0.137155894,4/1/2018,2018,219,China,16181.77772,-0.27,0.477128386,-0.261062086,-0.14,-0.2,-1.449377298,174.1722747,7752.559525,6.56697386,0.185499499,-0.066861759
5/1/2018,-0.578440533,-0.283890165,5/1/2018,2018,220,China,16181.77772,-0.27,0.477128386,-0.261062086,-0.14,-0.2,-1.449377298,155.708945,7752.559525,6.56697386,0.185499499,-0.066861759
6/1/2018,1.158915006,0.35685844,6/1/2018,2018,221,China,16181.77772,-0.27,0.477128386,-0.261062086,-0.14,-0.2,-1.449377298,170.2836212,7752.559525,6.56697386,0.185499499,-0.066861759
7/1/2018,0.373270436,-0.094925227,7/1/2018,2018,222,China,16181.77772,-0.27,0.477128386,-0.261062086,-0.14,-0.2,-1.449377298,173.4241139,7752.559525,6.56697386,0.185499499,-0.066861759
8/1/2018,0.473183721,0.005558743,8/1/2018,2018,223,China,16181.77772,-0.27,0.477128386,-0.261062086,-0.14,-0.2,-1.449377298,155.0841771,7752.559525,6.56697386,0.185499499,-0.066861759
9/1/2018,0.314465333,0.133435454,9/1/2018,2018,224,China,16181.77772,-0.27,0.477128386,-0.261062086,-0.14,-0.2,-1.449377298,157.8384392,7752.559525,6.56697386,0.185499499,-0.066861759
10/1/2018,-0.623554096,-0.209185085,10/1/2018,2018,225,China,16181.77772,-0.27,0.477128386,-0.261062086,-0.14,-0.2,-1.449377298,156.5893183,7752.559525,6.56697386,0.185499499,-0.066861759
11/1/2018,-0.670385635,-0.124076953,11/1/2018,2018,226,China,16181.77772,-0.27,0.477128386,-0.261062086,-0.14,-0.2,-1.449377298,157.5767871,7752.559525,6.56697386,0.185499499,-0.066861759
12/1/2018,0.648559276,0.088704214,12/1/2018,2018,227,China,16181.77772,-0.27,0.477128386,-0.261062086,-0.14,-0.2,-1.449377298,181.0934485,7752.559525,6.56697386,0.185499499,-0.066861759
1/1/2019,-0.2333059,-0.103824536,1/1/2019,2019,228,China,,,,,,,,167.2269044,,,1.068524997,0.426921289
2/1/2019,1.065947243,0.136181466,2/1/2019,2019,229,China,,,,,,,,163.1159734,,,1.068524997,0.426921289
3/1/2019,0.189572581,0.043925793,3/1/2019,2019,230,China,,,,,,,,119.4836726,,,1.068524997,0.426921289
4/1/2019,0.478252719,-0.093965131,4/1/2019,2019,231,China,,,,,,,,126.3088775,,,1.068524997,0.426921289
5/1/2019,2.260870815,0.905434496,5/1/2019,2019,232,China,,,,,,,,188.7844462,,,1.068524997,0.426921289
6/1/2019,-0.591025173,-0.060722458,6/1/2019,2019,233,China,,,,,,,,187.1394536,,,1.068524997,0.426921289
7/1/2019,0.913455354,0.224057217,7/1/2019,2019,234,China,,,,,,,,166.0579639,,,1.068524997,0.426921289
8/1/2019,0.75497849,0.222793481,8/1/2019,2019,235,China,,,,,,,,252.0782353,,,1.068524997,0.426921289
9/1/2019,0.311776595,0.008681345,9/1/2019,2019,236,China,,,,,,,,180.1031991,,,1.068524997,0.426921289
10/1/2019,-0.514354812,-0.012759702,10/1/2019,2019,237,China,,,,,,,,175.4801692,,,1.068524997,0.426921289
11/1/2019,0.324415281,0.000973382,11/1/2019,2019,238,China,,,,,,,,168.8255966,,,1.068524997,0.426921289
1/1/2000,-0.88609488,-0.067823249,1/1/2000,2000,0,United States,45661.26867,1.66,1.80265069,1.084508181,1.76,1.59,1.310166717,,44726.9654,4.127484014,0.495488376,0.05020875
2/1/2000,0.349558426,0.096794111,2/1/2000,2000,1,United States,45661.26867,1.66,1.80265069,1.084508181,1.76,1.59,1.310166717,,44726.9654,4.127484014,0.495488376,0.05020875
3/1/2000,-0.589701599,-0.148107395,3/1/2000,2000,2,United States,45661.26867,1.66,1.80265069,1.084508181,1.76,1.59,1.310166717,,44726.9654,4.127484014,0.495488376,0.05020875
4/1/2000,-1.242038803,-0.38687899,4/1/2000,2000,3,United States,45661.26867,1.66,1.80265069,1.084508181,1.76,1.59,1.310166717,,44726.9654,4.127484014,0.495488376,0.05020875
5/1/2000,0.478638278,0.365612498,5/1/2000,2000,4,United States,45661.26867,1.66,1.80265069,1.084508181,1.76,1.59,1.310166717,,44726.9654,4.127484014,0.495488376,0.05020875
6/1/2000,-0.284853041,-0.371326688,6/1/2000,2000,5,United States,45661.26867,1.66,1.80265069,1.084508181,1.76,1.59,1.310166717,,44726.9654,4.127484014,0.495488376,0.05020875
7/1/2000,-0.838917188,-0.091694697,7/1/2000,2000,6,United States,45661.26867,1.66,1.80265069,1.084508181,1.76,1.59,1.310166717,,44726.9654,4.127484014,0.495488376,0.05020875
8/1/2000,-0.752591667,-0.163640415,8/1/2000,2000,7,United States,45661.26867,1.66,1.80265069,1.084508181,1.76,1.59,1.310166717,,44726.9654,4.127484014,0.495488376,0.05020875
9/1/2000,0.407063963,0.109391371,9/1/2000,2000,8,United States,45661.26867,1.66,1.80265069,1.084508181,1.76,1.59,1.310166717,,44726.9654,4.127484014,0.495488376,0.05020875
10/1/2000,0.005772268,-0.089706769,10/1/2000,2000,9,United States,45661.26867,1.66,1.80265069,1.084508181,1.76,1.59,1.310166717,,44726.9654,4.127484014,0.495488376,0.05020875
11/1/2000,1.204645983,0.547541464,11/1/2000,2000,10,United States,45661.26867,1.66,1.80265069,1.084508181,1.76,1.59,1.310166717,,44726.9654,4.127484014,0.495488376,0.05020875
12/1/2000,0.370591332,0.096579083,12/1/2000,2000,11,United States,45661.26867,1.66,1.80265069,1.084508181,1.76,1.59,1.310166717,,44726.9654,4.127484014,0.495488376,0.05020875
